pair_ID	sentence_A	sentence_B	entailment_label	relatedness_score	entailment_AB	entailment_BA	sentence_A_original	sentence_B_original	sentence_A_dataset	sentence_B_dataset	SemEval_set
397	Não tem nenhum homem escrevendo uma nota perto de uma bicicleta	Um homem está usando roupas que estão cobertas com tinta e está sentado em uma área movimentada escrevendo algo	NEUTRAL	2.7	A_contradicts_B	B_neutral_A	There is no man writing a note near a bike	A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something	FLICKR	FLICKR	TRAIN
398	Um homem está sentado perto de uma bicicleta e escrevendo uma nota	Um homem com roupas cobertas de tinta está sentado fora em uma área movimentada escrevendo algo	NEUTRAL	3.1	A_neutral_B	B_neutral_A	A man is sitting near a bike and is writing a note	A man with paint covered clothes is sitting outside in a busy area writing something	FLICKR	FLICKR	TRAIN
399	Não tem nenhum homem vestindo roupas que estão cobertas com tinta ou sentado do lado de fora em uma área movimentada escrevendo algo	Um homem está sentado perto de uma bicicleta e escrevendo uma nota	NEUTRAL	2.7	A_neutral_B	B_neutral_A	There is no man wearing clothes that are covered with paint or is sitting outside in a busy area writing something	A man is sitting near a bike and is writing a note	FLICKR	FLICKR	TEST
400	Um homem está sentado perto de uma bicicleta e escrevendo uma nota	Um homem sentado está ocupado escrevendo algo em uma área coberta por tinta	NEUTRAL	3.2	A_neutral_B	B_neutral_A	A man is sitting near a bike and is writing a note	A sitting man is busy writing something in an area covered by paint	FLICKR	FLICKR	TEST
401	Um homem está sentado perto de uma bicicleta e escrevendo uma nota	Um homem está usando roupas que estão cobertas com tinta e está sentado em uma área movimentada escrevendo algo	NEUTRAL	3.7	A_neutral_B	B_neutral_A	A man is sitting near a bike and is writing a note	A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something	FLICKR	FLICKR	TEST
402	Um grupo de escoteiros está caminhando pela grama	Um grupo de exploradores está andando pela grama	NEUTRAL	4.1	A_neutral_B	B_neutral_A	A group of scouts are hiking through the grass	A group of explorers are walking through the grass	FLICKR	FLICKR	TRIAL
403	Um grupo de escoteiros está acampando na grama	Um grupo de escoteiros está caminhando pela grama	NEUTRAL	3.5	A_neutral_B	B_neutral_A	A group of scouts are camping in the grass	A group of scouts are hiking through the grass	FLICKR	FLICKR	TRAIN
404	Algumas pessoas estão andando	As pessoas estão andando	ENTAILMENT	4.7	A_entails_B	B_entails_A	Some people are walking	People are walking	FLICKR	FLICKR	TRAIN
405	Algumas pessoas estão andando	Algumas pessoas estão de pé	NEUTRAL	3.5	A_neutral_B	B_neutral_A	Some people are walking	Some people are standing	FLICKR	FLICKR	TEST
406	Um grupo de escoteiros está caminhando pela grama	As pessoas estão andando	ENTAILMENT	3.6	A_entails_B	B_neutral_A	A group of scouts are hiking through the grass	People are walking	FLICKR	FLICKR	TEST
407	Algumas pessoas estão de pé	Um grupo de escoteiros está caminhando pela grama	NEUTRAL	1.8	A_neutral_B	B_neutral_A	Some people are standing	A group of scouts are hiking through the grass	FLICKR	FLICKR	TEST
408	Um grupo de exploradores está andando pela grama	Algumas pessoas estão andando	ENTAILMENT	4.1	A_entails_B	B_neutral_A	A group of explorers are walking through the grass	Some people are walking	FLICKR	FLICKR	TEST
409	Algumas pessoas estão andando	Um grupo de escoteiros está acampando na grama	NEUTRAL	1.5	A_neutral_B	B_neutral_A	Some people are walking	A group of scouts are camping in the grass	FLICKR	FLICKR	TRAIN
410	Um grupo de escoteiros está caminhando pela grama	Algumas pessoas estão andando	ENTAILMENT	3.2	A_entails_B	B_neutral_A	A group of scouts are hiking through the grass	Some people are walking	FLICKR	FLICKR	TRAIN
411	Dois homens estão fazendo uma pausa da viagem em uma estrada nevada	Dois homens estão tomando uma pausa de uma viagem em uma estrada coberta de neve	ENTAILMENT	4.9	A_entails_B	B_entails_A	Two men are taking a break from a trip on a snowy road	Two men are taking a break from a trip on a road covered by snow	FLICKR	FLICKR	TEST
412	Dois homens estão fazendo uma pausa da viagem em uma estrada nevada	Dois homens estão andando em uma estrada nevada	NEUTRAL	3.3	A_neutral_B	B_neutral_A	Two men are taking a break from a trip on a snowy road	Two men are walking on a snowy road	FLICKR	FLICKR	TEST
413	Dois homens estão fazendo uma pausa da viagem em uma estrada nevada	Dois homens estão invadindo um carro durante uma viagem em uma estrada nevada	NEUTRAL	3	A_neutral_B	B_neutral_A	Two men are taking a break from a trip on a snowy road	Two men are breaking into a car during a trip on a snowy road	FLICKR	FLICKR	TRAIN
414	Dois homens estão segurando bicicletas e parados ao lado de uma estrada coberta de neve	Dois homens com bicicletas estão do lado de uma estrada nevada	ENTAILMENT	4.7	A_entails_B	B_neutral_A	Two men are holding bikes and standing on the side of a road covered of snow	Two men with bikes are on the side of a snowy road	FLICKR	FLICKR	TEST
415	Dois homens com bicicletas estão do lado de uma estrada nevada	Dois homens com carros estão ao lado de uma estrada nevada	NEUTRAL	3.5	A_neutral_B	B_neutral_A	Two men with bikes are on the side of a snowy road	Two men with cars are on the side of a snowy road	FLICKR	FLICKR	TRAIN
416	Dois homens estão fazendo uma pausa da viagem em uma estrada nevada	Dois homens estão segurando bicicletas e parados ao lado de uma estrada coberta de neve	NEUTRAL	3.8	A_neutral_B	B_neutral_A	Two men are taking a break from a trip on a snowy road	Two men are holding bikes and standing on the side of a road covered of snow	FLICKR	FLICKR	TEST
417	Dois homens estão fazendo uma pausa da viagem em uma estrada nevada	Dois homens com carros estão ao lado de uma estrada nevada	NEUTRAL	4	A_neutral_B	B_neutral_A	Two men are taking a break from a trip on a snowy road	Two men with cars are on the side of a snowy road	FLICKR	FLICKR	TRIAL
418	Dois homens com bicicletas estão do lado de uma estrada nevada	Dois homens estão tomando uma pausa de uma viagem em uma estrada coberta de neve	NEUTRAL	3.2	A_neutral_B	B_neutral_A	Two men with bikes are on the side of a snowy road	Two men are taking a break from a trip on a road covered by snow	FLICKR	FLICKR	TEST
419	Dois homens com bicicletas estão do lado de uma estrada nevada	Dois homens estão andando em uma estrada nevada	NEUTRAL	3.9	A_neutral_B	B_neutral_A	Two men with bikes are on the side of a snowy road	Two men are walking on a snowy road	FLICKR	FLICKR	TEST
420	Dois homens com bicicletas estão do lado de uma estrada nevada	Dois homens estão invadindo um carro durante uma viagem em uma estrada nevada	NEUTRAL	2.2	A_neutral_B	B_neutral_A	Two men with bikes are on the side of a snowy road	Two men are breaking into a car during a trip on a snowy road	FLICKR	FLICKR	TEST
421	Dois homens com bicicletas estão do lado de uma estrada nevada	Dois homens estão fazendo uma pausa da viagem em uma estrada nevada	NEUTRAL	3.7	A_neutral_B	B_neutral_A	Two men with bikes are on the side of a snowy road	Two men are taking a break from a trip on a snowy road	FLICKR	FLICKR	TEST
422	Dois homens estão segurando varas de pesca e equipamentos de pesca	Dois homens estão segurando varas de pescar	ENTAILMENT	4.3	A_entails_B	B_neutral_A	Two men are holding fishing poles and fishing tackle	Two men are holding fishing poles	FLICKR	FLICKR	TRAIN
423	Dois homens não estão segurando varas de pescar	Dois homens estão segurando varas de pescar	CONTRADICTION	3.2	A_contradicts_B	B_contradicts_A	Two men are not holding fishing poles	Two men are holding fishing poles	FLICKR	FLICKR	TRAIN
424	Dois homens estão de pé perto da água e estão segurando varas de pesca	Dois homens estão de pé perto da água e estão segurando ferramentas de pesca	ENTAILMENT	4.5	A_entails_B	B_neutral_A	Two men are standing near the water and are holding fishing poles	Two men are standing near the water and are holding tools used for fishing	FLICKR	FLICKR	TEST
425	Não tem nenhum homem de pé próximo da água e segurando varas de pesca	Dois homens estão de pé perto da água e estão segurando varas de pesca	CONTRADICTION	3.4	A_contradicts_B	B_contradicts_A	There is no man standing near the water and holding fishing poles	Two men are standing near the water and are holding fishing poles	FLICKR	FLICKR	TEST
426	Dois homens estão segurando um pouco de água em pé perto das varas de pesca	Dois homens estão de pé perto da água e estão segurando varas de pesca	NEUTRAL	3.6	A_contradicts_B	B_neutral_A	Two men are holding some water standing near fishing poles	Two men are standing near the water and are holding fishing poles	FLICKR	FLICKR	TEST
427	Dois homens estão segurando varas de pescar	Dois homens estão de pé perto da água e estão segurando ferramentas de pesca	NEUTRAL	4.3	A_neutral_B	B_neutral_A	Two men are holding fishing poles	Two men are standing near the water and are holding tools used for fishing	FLICKR	FLICKR	TRAIN
428	Não tem nenhum homem de pé próximo da água e segurando varas de pesca	Dois homens estão segurando varas de pescar	NEUTRAL	3.2	A_contradicts_B	B_neutral_A	There is no man standing near the water and holding fishing poles	Two men are holding fishing poles	FLICKR	FLICKR	TRAIN
429	Dois homens estão segurando varas de pescar	Dois homens estão segurando um pouco de água em pé perto das varas de pesca	NEUTRAL	2.6	A_neutral_B	B_neutral_A	Two men are holding fishing poles	Two men are holding some water standing near fishing poles	FLICKR	FLICKR	TEST
430	Dois homens estão de pé perto da água e estão segurando varas de pesca	Dois homens estão segurando varas de pesca e equipamentos de pesca	NEUTRAL	3.9	A_neutral_B	B_neutral_A	Two men are standing near the water and are holding fishing poles	Two men are holding fishing poles and fishing tackle	FLICKR	FLICKR	TEST
431	Dois homens não estão segurando varas de pescar	Dois homens estão de pé perto da água e estão segurando varas de pesca	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	Two men are not holding fishing poles	Two men are standing near the water and are holding fishing poles	FLICKR	FLICKR	TEST
432	Dois homens estão de pé perto da água e estão segurando varas de pesca	Dois homens estão segurando varas de pescar	ENTAILMENT	4.4	A_entails_B	B_neutral_A	Two men are standing near the water and are holding fishing poles	Two men are holding fishing poles	FLICKR	FLICKR	TEST
433	A menina de capacete está empoleirada em uma bicicleta	A menina com um capacete está empoleirada em uma bicicleta	ENTAILMENT	4.9	A_entails_B	B_entails_A	The helmeted girl is perching on a bike	The girl with a helmet is perching on a bike	FLICKR	FLICKR	TEST
434	A menina de capacete está andando de bicicleta	A menina de capacete está empoleirada em uma bicicleta	NEUTRAL	4.2	A_neutral_B	B_neutral_A	The helmeted girl is riding a bike	The helmeted girl is perching on a bike	FLICKR	FLICKR	TRAIN
435	Uma mulher está realizando um truque em uma rampa com uma bicicleta	Uma mulher está pulando com uma bicicleta	NEUTRAL	4.3	A_neutral_B	B_neutral_A	A woman is performing a trick on a ramp with a bicycle	A woman is jumping with a bicycle	FLICKR	FLICKR	TRAIN
436	Uma mulher está realizando um truque em uma rampa com uma bicicleta	Uma mulher está realizando um truque em uma rampa com um carro	NEUTRAL	2.4	A_neutral_B	B_neutral_A	A woman is performing a trick on a ramp with a bicycle	A woman is performing a trick on a ramp with a car	FLICKR	FLICKR	TRAIN
437	Uma mulher está pulando com uma bicicleta	A menina de capacete está empoleirada em uma bicicleta	NEUTRAL	2.8	A_neutral_B	B_neutral_A	A woman is jumping with a bicycle	The helmeted girl is perching on a bike	FLICKR	FLICKR	TEST
438	A menina de capacete está empoleirada em uma bicicleta	Uma mulher está realizando um truque em uma rampa com um carro	NEUTRAL	1.9	A_neutral_B	B_neutral_A	The helmeted girl is perching on a bike	A woman is performing a trick on a ramp with a car	FLICKR	FLICKR	TRAIN
439	A menina com um capacete está empoleirada em uma bicicleta	Uma mulher está realizando um truque em uma rampa com uma bicicleta	NEUTRAL	2.9	A_neutral_B	B_neutral_A	The girl with a helmet is perching on a bike	A woman is performing a trick on a ramp with a bicycle	FLICKR	FLICKR	TRAIN
440	A menina de capacete está andando de bicicleta	Uma mulher está realizando um truque em uma rampa com uma bicicleta	NEUTRAL	3.7	A_neutral_B	B_neutral_A	The helmeted girl is riding a bike	A woman is performing a trick on a ramp with a bicycle	FLICKR	FLICKR	TRAIN
441	Uma mulher está realizando um truque em uma rampa com uma bicicleta	A menina de capacete está empoleirada em uma bicicleta	NEUTRAL	3.3	A_neutral_B	B_neutral_A	A woman is performing a trick on a ramp with a bicycle	The helmeted girl is perching on a bike	FLICKR	FLICKR	TRAIN
442	Uma menina loira está surfando	Uma menina loira está pegando ondas	ENTAILMENT	4.7	A_entails_B	B_entails_A	A blonds girl is surfing	A blond girl is riding the waves	FLICKR	FLICKR	TRAIN
443	Uma menina loira está pegando ondas	Uma menina loira está olhando para as ondas	NEUTRAL	3.8	A_neutral_B	B_neutral_A	A blond girl is riding the waves	A blond girl is looking at the waves	FLICKR	FLICKR	TEST
444	Uma menina loira está pegando ondas	Uma menina loira acena enquanto está passando	NEUTRAL	3.2	A_neutral_B	B_neutral_A	A blond girl is riding the waves	A blond girl waves while she is riding	FLICKR	FLICKR	TEST
445	Uma senhora está surfando e pegando uma onda	Uma mulher está surfando	ENTAILMENT	4.6	A_entails_B	B_neutral_A	A lady is surfing and riding a wave	A woman is surfing	FLICKR	FLICKR	TEST
446	Uma senhora está surfando e pegando uma onda	Um menino está surfando e pegando uma onda	NEUTRAL	3.5	A_neutral_B	B_neutral_A	A lady is surfing and riding a wave	A boy is surfing and riding a wave	FLICKR	FLICKR	TRAIN
447	Uma mulher está surfando	Uma menina loira está pegando ondas	NEUTRAL	4	A_neutral_B	B_neutral_A	A woman is surfing	A blond girl is riding the waves	FLICKR	FLICKR	TRAIN
